,Founded,Company,Sector,Headquarters,Investors Name,Stage,Amount,Industry Vertical,Year,numberofinvestors
847,14-12-2016,Qacco,Hotel Booking platform,gurgaon,"Lead Angels Network, Anbu Pandian, Prabhakar MR & Others",seedfunding,150000,Consumer Internet,2016,1
848,14-12-2016,Fi,Fitness center aggregator & Booking mobile app,new delhi,Mumbai Angels,seedfunding,1000000,Consumer Internet,2016,1
849,14-12-2016,Trading Bells,Online Share & Commodity Broking platform,indore,Swastika Investmart Ltd,seedfunding,297000,Consumer Internet,2016,1
850,15-12-2016,SERV\\xe2\\x80\\x99D,Financial Services For Unorganized Workforce,pune,Digital Financial Service Lab,seedfunding,100000,Consumer Internet,2016,1
851,15-12-2016,IdeaForge,Drone Manufacturing,mumbai,"WRV Capital and IndusAge Partners, Infosys Innovation Fund",privateequity,10000000,Technology,2016,1
852,15-12-2016,Amagi Media Labs,Media Technology Solutions,mumbai,"Emerald Media, Premji Invest",privateequity,35000000,Technology,2016,1
853,15-12-2016,Pocket Aces,Digital Entertainment Company,mumbai,"Sequoia Capital India, North Base Media, Aarin Capital, 3one4 Capital, Axilor Ventures, Kunal Shah, Sandeep Tandon",privateequity,3000000,Technology,2016,1
854,16-12-2016,Pi Data Centers,Cloud Data Center Solutions provider,hyderabad,Epsilon Venture Partners,privateequity,23000000,Technology,2016,1
855,16-12-2016,TripShelf,Holiday Packages provider,new delhi,"GEMS Advisory, Quarizon",seedfunding,123000,Consumer Internet,2016,1
856,19-12-2016,NoBroker,Rental property search portal,bangalore,"KTB Network, SAIF Partners, BEENEXT, Digital Garage",privateequity,7400000,Consumer Internet,2016,1
857,20-12-2016,VivoCarat,Online jewellery marketplace,mumbai,Undisclosed Investors,seedfunding,50000,eCommerce,2016,1
858,20-12-2016,BYJU\\xe2\\x80\\x99s,Online Learning platform,bangalore,International Financial Corporation,privateequity,15000000,Consumer Internet,2016,1
859,21-12-2016,The BlueBook,online to offline marketing platform,bangalore,"Indian Angel Network, Let\\xe2\\x80\\x99s Venture",seedfunding,500000,Consumer Internet,2016,1
860,21-12-2016,Vegetall,Online Vegetable eTailer,chennai,The Chennai Angels,seedfunding,162000,eCommerce,2016,1
861,22-12-2016,Mindler,Career Planning & Assessment platform,new delhi,Taxmann,seedfunding,324000,Consumer Internet,2016,1
862,22-12-2016,MCaffeine,Personal care product etailer,bangalore,"Kaushal Agarwal, Harminder Sahani, KK Mehra, Pranay Jivrajka, Navjot Saini",seedfunding,300000,eCommerce,2016,1
863,23-12-2016,enKast,Cloud based CRM for Agencies,bangalore,Ivy League Alumni Angel Network,privateequity,2000000,Technology,2016,1
864,26-12-2016,Dekkho,Video Streaming platform,mumbai,undisclosed investors,seedfunding,1200000,Consumer Internet,2016,1
865,26-12-2016,Shadowfox,On-Demand Delivery Service,gurgaon,Eight Roads Ventures,privateequity,10000000,Logistics,2016,1
866,27-12-2016,ShopX,SAAS ECommerce Retail app,bangalore,Nandan Nilekani,privateequity,5000000,eCommerce,2016,1
867,29-12-2016,Healthi,Fitness Mobile App,bangalore,NB Ventures,privateequity,1000000,Consumer Internet,2016,1
868,01-11-2016,PickMyLaundry,On-Demand Washing & Dry Cleaning Services,new delhi,"Kedar Lele, GHV Accelerator",seedfunding,200000,Consumer Internet,2016,1
869,02-11-2016,FreshDesk,SAAS Based HelpDesk Services,chennai,"Sequoia Capital India, Accel Partners",privateequity,55000000,Consumer Internet,2016,1
870,02-11-2016,LaundryAnna,On-Demand Washing & Dry Cleaning Services,bangalore,Undisclosed Investors,seedfunding,150000,Consumer Internet,2016,1
871,03-11-2016,Zarget,SaaS-based web optimisation and marketing platform,chennai,Sequoia India,privateequity,6000000,Technology,2016,1
872,03-11-2016,EasyPolicy,Online insurance Portal,noida,"Unilazer Ventures,",privateequity,10000000,Consumer Internet,2016,1
873,04-11-2016,Connect India,Last mile Delivery Network,bangalore,Aavishkaar Venture Management,privateequity,1000000,Logistics,2016,1
874,04-11-2016,Corseco,AI-based Software as a Service Solution provider,new delhi,"Ameera Shah, Vivek Bhargava",seedfunding,150000,Technology,2016,1
875,05-11-2016,Medzin,Online ordering & Delivery of medicines,new delhi,A M Sikander,seedfunding,45000,eCommerce,2016,1
876,05-11-2016,Bizongo,Packaging Material Marketplace,mumbai,"IDG Ventures, Accel Partners",privateequity,3000000,eCommerce,2016,1
877,07-11-2016,Rivigo,Technology based Logistics platform,gurgaon,Warburg Pincus,privateequity,75000000,Technology,2016,1
878,07-11-2016,JustRide,Online Car Sharing platform,mumbai,"Justin Kan, Qasar Younis, Paul Bucche, Susa Ventures, Kima Ventures, Axan Venture, SCM Holdings",privateequity,3000000,Consumer Internet,2016,1
879,09-11-2016,IIM Jobs,Online Job Portal,new delhi,India Quotient,privateequity,2000000,Consumer Internet,2016,1
880,09-11-2016,Square Yards,Online Property Search Portal,gurgaon,ADAG Reliance Private Equity,privateequity,12000000,Consumer Internet,2016,1
881,10-11-2016,GolfLAN,Golf Session Online Bookings platform,new delhi,"YourNest Angel Fund, iSON",privateequity,1000000,Consumer Internet,2016,1
882,14-11-2016,Active.ai,Banking & Fintech Platform,singapore,"Kalaari Capital, IDG Ventures India",privateequity,3000000,Technology,2016,1
883,14-11-2016,ElasticRun,Tech driven Logistic & distribution platform,pune,"Kalaari Capital, Norwest Venture Partners",privateequity,2000000,Technology,2016,1
884,15-11-2016,Zefo,Used Furniture & Appliances Marketplace,bangalore,"Sequoia India, BEENEXT, Helion Ventures",privateequity,6000000,eCommerce,2016,1
885,15-11-2016,Simpl,Mobile Gaming portal,bangalore,"SAIF Partners, IDG Ventures India",privateequity,4000000,Technology,2016,1
886,16-11-2016,Stasis Labs,Cloud based\\xc2\\xa0 health monitoring platform,bangalore,"RTP-HC, Wonder Ventures, Techstars Ventures & Others",privateequity,5000000,Technology,2016,1
887,17-11-2016,Koo,Fashion eTailer,new delhi,Times of India Group & Existing investors,privateequity,13500000,eCommerce,2016,1
888,17-11-2016,Pictor Imaging,Product Photography Mobile App,mumbai,Quarizon,seedfunding,147000,Consumer Internet,2016,1
889,18-11-2016,GramCover,Insurance Marketplace for the Rural Sector,new delhi,Omnivore Capital,seedfunding,1000000,Finance,2016,1
890,21-11-2016,Bats on delivery,"Online food, Grocery ordering & Delivery",gurgaon,Devdeep Singh,seedfunding,90000,Consumer Internet,2016,1
891,21-11-2016,numberz.in,Cash Flow Management Solution for Businesses,gurgaon,"Kae Capital, Khosla Impact",seedfunding,650000,Technology,2016,1
892,22-11-2016,Housing.com,Real Estate Portal,mumbai,Softbank Group,privateequity,5000000,Consumer Internet,2016,1
893,22-11-2016,Awesummly,Short News Mobile App,bangalore,"Vivek Bhargava, Ameera Shah",seedfunding,147000,Consumer Internet,2016,1
894,22-11-2016,Vymo,SaaS-based predictive analytics platform,bangalore,Sequoia India,privateequity,5000000,Technology,2016,1
895,22-11-2016,Noddapp,App based networking platform,mumbai,Undisclosed multiple investors,seedfunding,147000,Consumer Internet,2016,1
896,23-11-2016,Knowlarity,Cloud Telephony Platform,bangalore,"Delta Partners, Sequoia India,\\xc2\\xa0 Mayfield, Blacksoil, Trifecta Capital",privateequity,20000000,Consumer Internet,2016,1
897,23-11-2016,Infisecure,Bot Protection Solutions,mumbai,"IDG Ventures, Axilor Ventures",seedfunding,600000,Technology,2016,1
898,23-11-2016,Udaan,B2B Marketplace,bangalore,"Lightspeed Venture Partners India, Lightspeed US",privateequity,10000000,eCommerce,2016,1
899,24-11-2016,ShareChat,Local Language Social Networking Platform,mumbai,"Lightspeed India Partners, SAIF Partners, India Quotient, Venture Highway",privateequity,4000000,Consumer Internet,2016,1
900,28-11-2016,Kloseby,proximity based\\xc2\\xa0 Rewards platform,bangalore,Undisclosed Investor,seedfunding,100000,Consumer Internet,2016,1
901,28-11-2016,WholeSaleBox,B2B Wholesale Apparel Marketplace,jaipur,"Manish Maheshwari, Contrarian Vriddhi Fund",privateequity,2000000,eCommerce,2016,1
902,29-11-2016,Affordplan,Savings platform for Medical Expenses,new delhi,"Prime Venture Partners, Kalaari Capital",privateequity,3000000,Consumer Internet,2016,1
903,30-11-2016,HandyTrain,Mobile App for SAAS based Training,goa,"Silver Range Investments, Lumina Datamatics, Shun Yoshida & Others",privateequity,1000000,Consumer Internet,2016,1
904,30-11-2016,ShopsUp,Hyperlocal Shopping App,bangalore,"Anand Sankeshwar, Yang Shu",seedfunding,963000,eCommerce,2016,1
905,30-11-2016,Indofash,Ethnic Indian Fashion Marketplace,bangalore,"Shekhar Sahu, Nitesh Pant",seedfunding,150000,eCommerce,2016,1
906,30-11-2016,Entropik,"AI, Machine learning Solutions",bangalore,"Dileep Bhatt, Milind Chaudhary",seedfunding,200000,Technology,2016,1
907,30-11-2016,MarianaIQ,AI-driven B2B marketing platform,bangalore,Exfinity Venture Partners,privateequity,2000000,Technology,2016,1
908,30-11-2016,Chai Thela,Quick Service Restaurants,noida,Quarizon,seedfunding,218000,Food & Beverage,2016,1
909,30-11-2016,Interviewpad,Engineering Interview facilitation platform,pune,Krishna Rokhale,seedfunding,100000,Technology,2016,1
910,30-11-2016,Buddy,Online Math Learn,vadodara,Menterra Social Impact Fund,seedfunding,440000,Consumer Internet,2016,1
911,30-11-2016,Pulse,Campus Social Networking App,bangalore,SAIF Partners,privateequity,500000,Consumer Internet,2016,1
912,30-11-2016,Carcrew.in,Online Car repair Marketplace,mumbai,TVS Group,seedfunding,500000,Consumer Internet,2016,1
913,03-10-2016,Mystifly,Airline Ticket Aggregator,bangalore,Recruit Holdings,privateequity,5000000,Consumer Internet,2016,1
914,03-10-2016,Uniphore,Speech Recognition Solutions,chennai,"IDG Ventures, Indian Angel Network (IAN), YourNest Angel Fund",privateequity,2000000,Technology,2016,1
915,03-10-2016,World Art Community,Art & Craft Marketplace,gurgaon,Viraj Tyagi & Others,seedfunding,200000,eCommerce,2016,1
916,04-10-2016,Giftxoxo,Online Gifting platform,bangalore,Mahindra Holidays & Resorts India Ltd,privateequity,450000,eCommerce,2016,1
917,04-10-2016,India Gifts Portal,Online Gifting platform,noida,"Naveen Arya, Tarun Joshi",privateequity,2000000,eCommerce,2016,1
918,04-10-2016,Moglix,Industrial & Home products marketplace,noida,"Accel Partners, Jungle Ventures, SeedPlus",privateequity,4200000,eCommerce,2016,1
919,04-10-2016,NetLinx,Internet Service Provider,hyderabad,"Xchange Investors NV, TransGlobal FZC",privateequity,3000000,Consumer Internet,2016,1
920,04-10-2016,Remitr,Foreign Currency Payments Platform,mumbai,"Vijay Shekhar Sharma, Pravin Gandhi,\\xc2\\xa0 Smart Start Fund; Kunal Shah,\\xc2\\xa0 Sandeep Tandon, Vishal Gondal, & Others",seedfunding,1000000,Consumer Internet,2016,1
921,04-10-2016,InnerChef,Online food ordering platform,gurgaon,"Mistletoe, M&S Partners",privateequity,2500000,Consumer Internet,2016,1
922,04-10-2016,AppsDaily,"Mobile Phone Theft, Damage Protection platform",mumbai,"Zodius Capital, Kalaari Capital, Qualcomm Ventures, Russian venture capital fund Ru-Net, Mumbai Angels",privateequity,3750000,Consumer Internet,2016,1
923,05-10-2016,UE LifeSciences,Mobile Health Technology Solutions,mumbai,"Kiran Mazumdar-Shaw, Unitus Seed Fund",privateequity,1200000,Technology,2016,1
924,06-10-2016,RealBox,Data Sciences Platform,noida,Hyderabad Angels,seedfunding,300000,Technology,2016,1
925,06-10-2016,Zefo,Used Furniture & Appliances Marketplace,bangalore,"Helion Venture Partners, BeeNext",privateequity,1050000,eCommerce,2016,1
926,07-10-2016,RayIOT,Baby Monitoring Devices manufacturer,bangalore,HAX Accelerator,seedfunding,100000,Technology,2016,1
927,07-10-2016,KOOH Sports,Sports Training & Technology,mumbai,"HDFC, Faering Capital, Elevate Sports",privateequity,2200000,Technology,2016,1
928,07-10-2016,Flexiloans,Online Funds Raising Platform,mumbai,"Sanjay Nayar, Vikram Sud, Anil Jaggia, Narayan Seshadri",privateequity,15000000,Consumer Internet,2016,1
929,10-10-2016,Vithi.com,Online Hair Extension etailer,new delhi,undisclosed investor,seedfunding,375000,eCommerce,2016,1
930,11-10-2016,Yupp TV,Internet-based TV streaming service provider,bangalore,Emerald Media,privateequity,50000000,Consumer Internet,2016,1
931,11-10-2016,Deyor Camps,Branded Camping location Aggregator,gurgaon,"Nitin Passi, Manickam Mahalingam, Udaan Angels, Rajesh Arora, Arkas Industries",seedfunding,500000,Consumer Internet,2016,1
932,13-10-2016,FabAlley,online fashion brand store,noida,"India Quotient, FAO Ventures, Indian Angel Network, Tushar Singh, Ranjan Sharma",privateequity,2000000,ecommerce,2016,1
933,13-10-2016,RoboVac,waterless car washing solution,ahmedabad,Virendra Patel,seedfunding,450000,Technology,2016,1
934,14-10-2016,Newspatrolling,Online News portal,new delhi,Undisclosed,seedfunding,25000,Consumer Internet,2016,1
935,14-10-2016,Postman,API Platform,bangalore,Nexus Venture Partners,privateequity,7000000,Consumer Internet,2016,1
936,14-10-2016,ISFC,Education Sector Lending,hyderabad,Gray Matters Capital,privateequity,6000000,Finance,2016,1
937,15-10-2016,DailyHunt,Vernacular content mobile app,bangalore,"ByteDance, Arun Sarin, Matrix Partners, Sequoia Capital India, Omidyar Network,\\xc2\\xa0 Falcon Edge",privateequity,25000000,Consumer Internet,2016,1
938,15-10-2016,Tazzo Bikes,Motorbike rental platform,hyderabad,DSG Consumer Partners,seedfunding,227000,Consumer Internet,2016,1
939,15-10-2016,MyKindofJob,Internet & Fresher Job platform,mumbai,"Mayank Shah, Shreyans Shah",seedfunding,1000000,Consumer Internet,2016,1
940,17-10-2016,Yumigo,App based Travel Discovery and Transactions platform,gurgaon,Hemant Sahni,seedfunding,300000,Consumer Internet,2016,1
941,17-10-2016,Rentalpha,equipment rental and leasing company,mumbai,Bravia Capital,privateequity,16000000,Others,2016,1
942,18-10-2016,3Dexter,3D Printing Solutions for Edu space,new delhi,Newbie Promoters,seedfunding,150000,Technology,2016,1
943,18-10-2016,MySUN,Solar Energy harnessing products marketplace,noida,General Catalyst Partners,privateequity,2500000,Technology,2016,1
944,19-10-2016,Furlenco,Online Furniture Rental platform,bangalore,"Lightbox Ventures, Axis Capital & Others",privateequity,30000000,Consumer Internet,2016,1
945,19-10-2016,Fi,Personal Wealth Management Platform & App,bangalore,"Saama Capital, Raghunandan G, Aprameya Radhakrishna",privateequity,1100000,Consumer Internet,2016,1
946,19-10-2016,Actofit,Wearable Technology platform & devices,mumbai,Next Orbit Ventures Fund,privateequity,750000,Technology,2016,1
947,21-10-2016,ChatOnGo,Hyperlocal\\xc2\\xa0 Communication Mobile app,mumbai,Janak Jain,seedfunding,300000,Consumer Internet,2016,1
948,24-10-2016,Healthi,Health Test Discovery & Ordering service,gurgaon,BEENEXT,privateequity,3000000,Consumer Internet,2016,1
949,24-10-2016,Box8,Online Food Ordering platform/App,mumbai,"IIFL Seed Ventures Fund, Mayfield Ventures",privateequity,7500000,Consumer Internet,2016,1
950,25-10-2016,Kredx,Invoice discounting marketplace,bangalore,Sequoia Capital,privateequity,6000000,eCommerce,2016,1
951,25-10-2016,Cred,Credit Report Info platform,mumbai,India Quotient,seedfunding,500000,Consumer Internet,2016,1
952,25-10-2016,SooperMO,Android utility app suite creator,gurgaon,Lalit Vase,seedfunding,100000,Technology,2016,1
953,26-10-2016,OrangeTwig,Social Media Marketing platform,new delhi,Undisclosed investor,seedfunding,1000000,Consumer Internet,2016,1
954,26-10-2016,The Kettlery,Online Tea Etailer,ahmedabad,"hooting Starts Sports LLP, Franchise India Brands",privateequity,1000000,eCommerce,2016,1
955,27-10-2016,Idea Bubbles,Doctor Consulting platform,bangalore,"1Crowd, Eureka Forbes Ltd, Shapoorji Pallonji & Co. Ltd.",privateequity,700000,Consumer Internet,2016,1
956,27-10-2016,FR8,Truck Fleet Operation platform,chennai,Omnivore Partners,privateequity,971000,Technology,2016,1
957,27-10-2016,Ather Energy,Electric Vehicle Manufacturer,bangalore,Hero MotoCorp,privateequity,27000000,Technology,2016,1
958,29-10-2016,Velmenni,LiFi based wireless communication provider,new delhi,Kalaari Capital,seedfunding,100000,Technology,2016,1
959,29-10-2016,Volta Motors,Electric Bike Manufacturer,chennai,Kalaari Capital,seedfunding,100000,Technology,2016,1
960,29-10-2016,Cyclops,Clinical and Wearable Diagnostic Product creator,bangalore,Kalaari Capital,seedfunding,100000,Technology,2016,1
961,30-10-2016,Impact Analytics,Business intelligence and data science Startup,bangalore,"Aarin Capital, Michael Herzig, Ashish Lakhanpal",privateequity,750000,Technology,2016,1
962,31-10-2016,Talent Next,Talent Discovery & Audition management platform,mumbai,Karanpal Singh & Others,seedfunding,1000000,Consumer Internet,2016,1
963,01-09-2016,Mihup,Personal Digital Assistant,kolkata,Accel Partners,privateequity,6700000,Technology,2016,1
964,06-09-2016,eShakti,Women\xe2\x80\x99s Fashion Apparel eTailer,chennai,"Infina Finance Pvt. Ltd, Uday Kotak",privateequity,1350000,eCommerce,2016,1
965,06-09-2016,CheersOye!,Online Gift Vouchers platform,mumbai,Undisclosed Investors,seedfunding,500000,Consumer Internet,2016,1
966,06-09-2016,BigStylist,Hyperlocal doorstep Beauty Services provider,mumbai,Info Edge (India) Ltd,privateequity,900000,Consumer Internet,2016,1
967,07-09-2016,Zilingo,Online Fashion Retailer,bangalore,"Venturra Capital, Sequoia India, Susquehanna International Group.\\xc2\\xa0 Wavemaker Partners, Beenext, Beenos, Digital Garage",privateequity,8000000,eCommerce,2016,1
